"blocks","Sch","EID","cohort_yr","treatment","Grade","Yrs","Race_White","Gend_Fem","Free_Lunch","Y","Eligible"
"A","A0","C1A696",14,0,3,4,1,0,0,136.221074309617,0
"A","A0","C1A813",11,0,0,1,1,1,0,106.222318742279,0
"A","A0","C1A813",12,0,1,2,1,1,0,122.565609963618,0
"A","A0","C1A813",13,0,2,3,1,1,0,150.727622123628,0
"A","A0","C1A813",14,0,3,4,1,1,0,157.65768144813,0
"A","A0","C1A871",11,0,0,1,1,0,0,107.963319259445,0
"A","A0","C1A871",12,0,1,2,1,0,0,142.56751106666,0
"A","A0","C1A871",13,0,2,3,1,0,0,119.417810674397,1
"A","A0","C1A871",14,0,3,4,1,0,0,222.773690513848,1
"A","A0","C1A894",11,0,0,1,0,1,1,81.4610270174741,1
"A","A0","C1A894",12,0,1,2,0,1,1,85.3947179059697,1
"A","A0","C1A894",13,0,2,3,0,1,1,168.847108113218,1
"A","A0","C1A894",14,0,3,4,0,1,1,149.64449300488,1
"A","A0","C1A9",11,0,0,1,0,0,0,107.626572659389,0
"A","A0","C1A9",12,0,1,2,0,0,0,115.233069341823,0
"A","A0","C1A9",13,0,2,3,0,0,0,114.476324967189,1
"A","A0","C1A9",14,0,3,4,0,0,0,168.378243660534,1
"A","A0","C1A90",11,0,0,1,1,0,0,87.6955920615976,1
"A","A0","C1A90",12,0,1,2,1,0,0,140.02618966762,1
"A","A0","C1A90",13,0,2,3,1,0,0,150.269153915806,1
"A","A0","C1A90",14,0,3,4,1,0,0,136.717770034536,1
"A","A0","C1A909",11,0,0,1,0,1,0,118.782934038449,0
"A","A0","C1A909",12,0,1,2,0,1,0,128.969353784033,0
"A","A0","C1A909",13,0,2,3,0,1,0,156.668114363722,0
"A","A0","C1A909",14,0,3,4,0,1,0,193.330688043703,0
"A","A0","C1A943",11,0,0,1,1,0,0,87.9783171443708,1
"A","A0","C1A943",12,0,1,2,1,0,0,103.979421808812,1
"A","A0","C1A943",13,0,2,3,1,0,0,81.3346745199701,1
"A","A0","C1A943",14,0,3,4,1,0,0,120.95446316461,1
"A","A0","C1A961",11,0,0,1,1,1,1,77.6959616217904,1
"A","A0","C1A961",12,0,1,2,1,1,1,126.290086303777,1
"A","A0","C1A961",13,0,2,3,1,1,1,108.537927199313,1
"A","A0","C1A961",14,0,3,4,1,1,1,151.165002576594,1
"A","A0","C1A997",11,0,0,1,0,1,1,102.822787209717,0
"A","A0","C1A997",12,0,1,2,0,1,1,141.254008345181,0
"A","A0","C1A997",13,0,2,3,0,1,1,126.087936870898,0
"A","A0","C1A997",14,0,3,4,0,1,1,165.365825930892,0
"B","B0","C1B116",11,0,0,1,0,1,0,95.2292713527439,0
"B","B0","C1B116",12,0,1,2,0,1,0,108.532642600992,0
"B","B0","C1B116",13,0,2,3,0,1,0,134.019819771639,0
"B","B0","C1B116",14,0,3,4,0,1,0,143.95197474709,0
"B","B0","C1B152",11,0,0,1,1,0,1,63.5348802738852,1
"B","B0","C1B152",12,0,1,2,1,0,1,121.384964475392,1
"B","B0","C1B152",13,0,2,3,1,0,1,63.5004146341053,1
"B","B0","C1B152",14,0,3,4,1,0,1,167.724518827004,1
"B","B0","C1B179",11,0,0,1,1,1,0,108.625360393099,0
"B","B0","C1B179",12,0,1,2,1,1,0,115.886231322928,0
"B","B0","C1B179",13,0,2,3,1,1,0,130.853424104351,0
"B","B0","C1B179",14,0,3,4,1,1,0,138.217291425001,0
"B","B0","C1B195",11,0,0,1,1,1,0,66.8685631973388,1
"B","B0","C1B195",12,0,1,2,1,1,0,103.523739429202,1
"B","B0","C1B195",13,0,2,3,1,1,0,113.651050275563,1
"B","B0","C1B195",14,0,3,4,1,1,0,138.436819980747,1
"B","B0","C1B212",11,0,0,1,1,1,0,90.5020085595705,1
"B","B0","C1B212",12,0,1,2,1,1,0,123.640250617374,1
"B","B0","C1B212",13,0,2,3,1,1,0,152.775984926641,1
"B","B0","C1B212",14,0,3,4,1,1,0,157.438775491692,1
"B","B0","C1B221",11,0,0,1,0,0,0,90.6519966917687,1
"B","B0","C1B221",12,0,1,2,0,0,0,98.9558828039556,1
"B","B0","C1B221",13,0,2,3,0,0,0,183.831558780008,1
"B","B0","C1B221",14,0,3,4,0,0,0,191.592591089597,1
"B","B0","C1B23",11,0,0,1,0,1,0,76.2400767714494,1
"B","B0","C1B23",12,0,1,2,0,1,0,114.207036139871,1
"B","B0","C1B23",13,0,2,3,0,1,0,114.148458052573,1
"B","B0","C1B23",14,0,3,4,0,1,0,107.030787195135,1
"B","B0","C1B258",11,0,0,1,1,0,0,79.9017502849104,1
"B","B0","C1B258",12,0,1,2,1,0,0,136.285136274686,1
"B","B0","C1B258",13,0,2,3,1,0,0,171.836709179105,1
"B","B0","C1B258",14,0,3,4,1,0,0,179.339846439558,1
"B","B0","C1B316",11,0,0,1,1,1,0,71.9180506947774,1
"B","B0","C1B316",12,0,1,2,1,1,0,138.395764268526,1
"B","B0","C1B316",13,0,2,3,1,1,0,165.879096389807,1
"B","B0","C1B316",14,0,3,4,1,1,0,172.305225180479,1
"B","B0","C1B341",11,0,0,1,1,1,0,118.34840380857,0
"B","B0","C1B341",12,0,1,2,1,1,0,139.180594099299,0
"B","B0","C1B341",13,0,2,3,1,1,0,118.123547928266,1
"B","B0","C1B341",14,0,3,4,1,1,0,158.234042410341,1
"B","B0","C1B349",11,0,0,1,1,0,1,98.0466022493409,0
"B","B0","C1B349",12,0,1,2,1,0,1,124.526749154356,0
"B","B0","C1B349",13,0,2,3,1,0,1,145.722640158047,0
"B","B0","C1B349",14,0,3,4,1,0,1,193.72252900287,0
"B","B0","C1B362",11,0,0,1,1,0,0,77.4605644332755,1
"B","B0","C1B362",12,0,1,2,1,0,0,144.80975006728,1
"B","B0","C1B362",13,0,2,3,1,0,0,148.284507278936,1
"B","B0","C1B362",14,0,3,4,1,0,0,164.414247672883,1
"B","B0","C1B394",11,0,0,1,0,0,0,66.3580453665297,1
"B","B0","C1B394",12,0,1,2,0,0,0,138.488887266729,1
"B","B0","C1B394",13,0,2,3,0,0,0,173.029968953934,1
"B","B0","C1B394",14,0,3,4,0,0,0,167.896187411351,1
"B","B0","C1B408",11,0,0,1,0,0,0,97.9509966547699,0
"B","B0","C1B408",12,0,1,2,0,0,0,96.4062002312748,1
"B","B0","C1B408",13,0,2,3,0,0,0,154.475707620758,1
"B","B0","C1B408",14,0,3,4,0,0,0,137.996405080534,1
"B","B0","C1B472",11,0,0,1,1,1,0,121.074834401761,0
"B","B0","C1B472",12,0,1,2,1,1,0,171.444506416405,0
"B","B0","C1B472",13,0,2,3,1,1,0,169.663070996478,0
"B","B0","C1B472",14,0,3,4,1,1,0,144.271161090139,0
"B","B0","C1B58",11,0,0,1,0,1,0,85.5113752058266,1
"B","B0","C1B58",12,0,1,2,0,1,0,108.366883145164,1
"B","B0","C1B58",13,0,2,3,0,1,0,171.696602365886,1
"B","B0","C1B58",14,0,3,4,0,1,0,159.50558547418,1
"B","B0","C1B580",11,0,0,1,1,1,1,118.80773450787,0
"B","B0","C1B580",12,0,1,2,1,1,1,121.667997322571,0
"B","B0","C1B580",13,0,2,3,1,1,1,148.558716395076,0
"B","B0","C1B580",14,0,3,4,1,1,1,180.406471932836,0
"B","B0","C1B582",11,0,0,1,1,0,0,148.54045892261,0
"B","B0","C1B582",12,0,1,2,1,0,0,114.56741578779,0
"B","B0","C1B582",13,0,2,3,1,0,0,180.937376434962,0
"B","B0","C1B582",14,0,3,4,1,0,0,164.569642926659,0
"B","B0","C1B660",11,0,0,1,1,0,0,129.873319475803,0
"B","B0","C1B660",12,0,1,2,1,0,0,117.18311011827,0
"B","B0","C1B660",13,0,2,3,1,0,0,117.091935844239,1
"B","B0","C1B660",14,0,3,4,1,0,0,162.165396362781,1
"B","B0","C1B665",11,0,0,1,0,0,0,140.47674927834,0
"B","B0","C1B665",12,0,1,2,0,0,0,141.197804136942,0
"B","B0","C1B665",13,0,2,3,0,0,0,99.3363521676885,1
"B","B0","C1B665",14,0,3,4,0,0,0,145.845335779241,1
"B","B0","C1B669",11,0,0,1,1,0,1,34.7329480701133,1
"B","B0","C1B669",12,0,1,2,1,0,1,104.080054610738,1
"B","B0","C1B669",13,0,2,3,1,0,1,76.279534085021,1
"B","B0","C1B669",14,0,3,4,1,0,1,139.709642255012,1
"B","B0","C1B701",11,0,0,1,1,1,1,103.155020316066,0
"B","B0","C1B701",12,0,1,2,1,1,1,98.4357717870519,1
"B","B0","C1B701",13,0,2,3,1,1,1,113.798060277657,1
"B","B0","C1B701",14,0,3,4,1,1,1,203.275633018749,1
"B","B0","C1B710",11,0,0,1,1,1,0,118.10078825907,0
"B","B0","C1B710",12,0,1,2,1,1,0,119.802604782596,0
"B","B0","C1B710",13,0,2,3,1,1,0,192.317574633011,0
"B","B0","C1B710",14,0,3,4,1,1,0,199.125891672163,0
"B","B0","C1B740",11,0,0,1,1,0,1,98.663260246302,0
"B","B0","C1B740",12,0,1,2,1,0,1,80.5383326234841,1
"B","B0","C1B740",13,0,2,3,1,0,1,109.074572903382,1
"B","B0","C1B740",14,0,3,4,1,0,1,174.837464481768,1
"B","B0","C1B745",11,0,0,1,1,1,0,66.5370460402583,1
"B","B0","C1B745",12,0,1,2,1,1,0,130.570615132128,1
"B","B0","C1B745",13,0,2,3,1,1,0,81.8611567036314,1
"B","B0","C1B745",14,0,3,4,1,1,0,141.285947534679,1
"B","B0","C1B756",11,0,0,1,1,0,0,104.634076278668,0
"B","B0","C1B756",12,0,1,2,1,0,0,125.563811437131,0
"B","B0","C1B756",13,0,2,3,1,0,0,168.539437317058,0
"B","B0","C1B756",14,0,3,4,1,0,0,186.384446861611,0
"B","B0","C1B757",11,0,0,1,0,0,0,69.0217851131915,1
"B","B0","C1B757",12,0,1,2,0,0,0,117.034631258319,1
"B","B0","C1B757",13,0,2,3,0,0,0,127.791684221628,1
"B","B0","C1B757",14,0,3,4,0,0,0,177.237610480425,1
"B","B0","C1B763",11,0,0,1,1,1,1,70.1883011862773,1
"B","B0","C1B763",12,0,1,2,1,1,1,128.980537594524,1
"B","B0","C1B763",13,0,2,3,1,1,1,111.366290230622,1
"B","B0","C1B763",14,0,3,4,1,1,1,161.367867765865,1
"B","B0","C1B771",11,0,0,1,1,1,1,121.251871119142,0
"B","B0","C1B771",12,0,1,2,1,1,1,160.095721282431,0
"B","B0","C1B771",13,0,2,3,1,1,1,189.435018382285,0
"B","B0","C1B771",14,0,3,4,1,1,1,167.085821426083,0
"B","B0","C1B821",11,0,0,1,1,1,0,87.9538924411759,1
"B","B0","C1B821",12,0,1,2,1,1,0,122.838650299804,1
"B","B0","C1B821",13,0,2,3,1,1,0,112.044281292348,1
"B","B0","C1B821",14,0,3,4,1,1,0,155.78438503516,1
"B","B0","C1B825",11,0,0,1,1,1,0,144.115456918103,0
"B","B0","C1B825",12,0,1,2,1,1,0,136.717624758313,0
"B","B0","C1B825",13,0,2,3,1,1,0,133.630758063482,0
"B","B0","C1B825",14,0,3,4,1,1,0,174.496154097369,0
"B","B0","C1B833",11,0,0,1,0,0,0,49.485640698719,1
"B","B0","C1B833",12,0,1,2,0,0,0,108.545446987324,1
"B","B0","C1B833",13,0,2,3,0,0,0,96.1119244295219,1
"B","B0","C1B833",14,0,3,4,0,0,0,144.566133601667,1
"B","B0","C1B838",11,0,0,1,1,0,0,91.6278200317881,1
"B","B0","C1B838",12,0,1,2,1,0,0,147.290637824979,1
"B","B0","C1B838",13,0,2,3,1,0,0,71.6315234691449,1
"B","B0","C1B838",14,0,3,4,1,0,0,134.981726957509,1
"B","B0","C1B901",11,0,0,1,0,0,0,106.436807012015,0
"B","B0","C1B901",12,0,1,2,0,0,0,120.932025457945,0
"B","B0","C1B901",13,0,2,3,0,0,0,141.970538565736,0
"B","B0","C1B901",14,0,3,4,0,0,0,133.537202911602,1
"B","B0","C1B917",11,0,0,1,1,0,1,107.313467987909,0
"B","B0","C1B917",12,0,1,2,1,0,1,105.231781511507,0
"B","B0","C1B917",13,0,2,3,1,0,1,116.296319360838,1
"B","B0","C1B917",14,0,3,4,1,0,1,200.592718771174,1
"B","B0","C1B974",11,0,0,1,1,0,1,83.1969165820931,1
"B","B0","C1B974",12,0,1,2,1,0,1,120.484579075691,1
"B","B0","C1B974",13,0,2,3,1,0,1,142.13064872684,1
"B","B0","C1B974",14,0,3,4,1,0,1,175.020462622092,1
"B","B0","C1B987",11,0,0,1,1,1,1,91.4386259238321,1
"B","B0","C1B987",12,0,1,2,1,1,1,149.780491357935,1
"B","B0","C1B987",13,0,2,3,1,1,1,168.125413997315,1
"B","B0","C1B987",14,0,3,4,1,1,1,125.823033670363,1
"B","B0","C1B989",11,0,0,1,1,1,1,120.010956916555,0
"B","B0","C1B989",12,0,1,2,1,1,1,92.6495101798019,1
"B","B0","C1B989",13,0,2,3,1,1,1,151.287644499476,1
"B","B0","C1B989",14,0,3,4,1,1,1,153.517448143984,1
"C","C0","C1C125",11,0,0,1,0,1,0,132.628876784177,0
"C","C0","C1C125",12,0,1,2,0,1,0,117.122896626888,0
"C","C0","C1C125",13,0,2,3,0,1,0,147.921733136742,0
"C","C0","C1C125",14,0,3,4,0,1,0,162.002706506112,0
"C","C0","C1C145",11,0,0,1,1,1,0,107.175702917361,0
"C","C0","C1C145",12,0,1,2,1,1,0,96.6262653555644,1
"C","C0","C1C145",13,0,2,3,1,1,0,157.551440270759,1
"C","C0","C1C145",14,0,3,4,1,1,0,165.106873058719,1
"C","C0","C1C194",11,0,0,1,1,0,0,102.158768546587,0
"C","C0","C1C194",12,0,1,2,1,0,0,130.050633169801,0
"C","C0","C1C194",13,0,2,3,1,0,0,130.387024856303,0
"C","C0","C1C194",14,0,3,4,1,0,0,175.860021305097,0
"C","C0","C1C25",11,0,0,1,1,0,0,65.4094297482508,1
"C","C0","C1C25",12,0,1,2,1,0,0,123.999185696003,1
"C","C0","C1C25",13,0,2,3,1,0,0,104.038906944407,1
"C","C0","C1C25",14,0,3,4,1,0,0,180.083779735321,1
"C","C0","C1C28",11,0,0,1,0,1,0,58.9558111457608,1
"C","C0","C1C28",12,0,1,2,0,1,0,109.224837857027,1
"C","C0","C1C28",13,0,2,3,0,1,0,155.958654685612,1
"C","C0","C1C28",14,0,3,4,0,1,0,166.795944097027,1
"C","C0","C1C280",11,0,0,1,1,0,1,59.688801293251,1
"C","C0","C1C280",12,0,1,2,1,0,1,124.42206624178,1
"C","C0","C1C280",13,0,2,3,1,0,1,133.342880755123,1
"C","C0","C1C280",14,0,3,4,1,0,1,124.930504328356,1
"C","C0","C1C319",11,0,0,1,1,0,0,101.732773806311,0
"C","C0","C1C319",12,0,1,2,1,0,0,117.345793202755,0
"C","C0","C1C319",13,0,2,3,1,0,0,155.226994010025,0
"C","C0","C1C319",14,0,3,4,1,0,0,169.197133054155,0
"C","C0","C1C359",11,0,0,1,1,0,1,90.1367220383534,1
"C","C0","C1C359",12,0,1,2,1,0,1,123.296339592055,1
"C","C0","C1C359",13,0,2,3,1,0,1,129.69228709509,1
"C","C0","C1C359",14,0,3,4,1,0,1,85.8142206594153,1
"C","C0","C1C378",11,0,0,1,1,0,0,43.4733814808425,1
"C","C0","C1C378",12,0,1,2,1,0,0,90.9542796599067,1
"C","C0","C1C378",13,0,2,3,1,0,0,137.538875246205,1
"C","C0","C1C378",14,0,3,4,1,0,0,155.062813875865,1
"C","C0","C1C405",11,0,0,1,1,0,0,104.646076140657,0
"C","C0","C1C405",12,0,1,2,1,0,0,96.96497808862,1
"C","C0","C1C405",13,0,2,3,1,0,0,105.007927450431,1
"C","C0","C1C405",14,0,3,4,1,0,0,120.32407999163,1
"C","C0","C1C411",11,0,0,1,1,0,1,107.500816767141,0
"C","C0","C1C411",12,0,1,2,1,0,1,87.8087055757523,1
"C","C0","C1C411",13,0,2,3,1,0,1,118.531968401468,1
"C","C0","C1C411",14,0,3,4,1,0,1,155.79966656257,1
"C","C0","C1C414",11,0,0,1,1,0,0,97.8117223180244,0
"C","C0","C1C414",12,0,1,2,1,0,0,116.351561264766,0
"C","C0","C1C414",13,0,2,3,1,0,0,106.273328303093,1
"C","C0","C1C414",14,0,3,4,1,0,0,133.812919350447,1
"C","C0","C1C47",11,0,0,1,1,0,0,139.41723030713,0
"C","C0","C1C47",12,0,1,2,1,0,0,143.148362340067,0
"C","C0","C1C47",13,0,2,3,1,0,0,122.68725855913,0
"C","C0","C1C47",14,0,3,4,1,0,0,200.436004342466,0
"C","C0","C1C480",11,0,0,1,1,1,1,110.743335383934,0
"C","C0","C1C480",12,0,1,2,1,1,1,105.521344092581,0
"C","C0","C1C480",13,0,2,3,1,1,1,123.974282169661,0
"C","C0","C1C480",14,0,3,4,1,1,1,167.358349994563,0
"C","C0","C1C488",11,0,0,1,1,0,0,63.6857822602147,1
"C","C0","C1C488",12,0,1,2,1,0,0,119.941458454637,1
"C","C0","C1C488",13,0,2,3,1,0,0,128.22436625843,1
"C","C0","C1C488",14,0,3,4,1,0,0,113.575968313482,1
"C","C0","C1C496",11,0,0,1,1,0,1,115.737315021844,0
"C","C0","C1C496",12,0,1,2,1,0,1,121.100603311152,0
"C","C0","C1C496",13,0,2,3,1,0,1,140.680864795304,0
"C","C0","C1C496",14,0,3,4,1,0,1,172.837580979816,0
"C","C0","C1C507",11,0,0,1,1,0,0,57.816843270242,1
"C","C0","C1C507",12,0,1,2,1,0,0,80.9764774206421,1
"C","C0","C1C507",13,0,2,3,1,0,0,114.399875499427,1
"C","C0","C1C507",14,0,3,4,1,0,0,172.195946536459,1
"C","C0","C1C517",11,0,0,1,1,1,1,82.5949034152011,1
"C","C0","C1C517",12,0,1,2,1,1,1,119.080182477641,1
"C","C0","C1C517",13,0,2,3,1,1,1,117.505326227946,1
"C","C0","C1C517",14,0,3,4,1,1,1,148.649811060507,1
"C","C0","C1C531",11,0,0,1,0,1,1,97.3366906787295,0
"C","C0","C1C531",12,0,1,2,0,1,1,101.579863910495,1
"C","C0","C1C531",13,0,2,3,0,1,1,89.9915221033418,1
"C","C0","C1C531",14,0,3,4,0,1,1,138.00556160026,1
"C","C0","C1C573",11,0,0,1,0,0,0,71.9227829524921,1
"C","C0","C1C573",12,0,1,2,0,0,0,67.5311312971656,1
"C","C0","C1C573",13,0,2,3,0,0,0,96.4790656338486,1
"C","C0","C1C573",14,0,3,4,0,0,0,92.5573741649599,1
"C","C0","C1C62",11,0,0,1,1,1,1,64.3535643045019,1
"C","C0","C1C62",12,0,1,2,1,1,1,112.061318130273,1
"C","C0","C1C62",13,0,2,3,1,1,1,86.8087137193202,1
"C","C0","C1C62",14,0,3,4,1,1,1,70.5529227788618,1
"C","C0","C1C666",11,0,0,1,1,1,0,98.7172049820912,0
"C","C0","C1C666",12,0,1,2,1,1,0,109.114157004023,0
"C","C0","C1C666",13,0,2,3,1,1,0,145.167073837427,0
"C","C0","C1C666",14,0,3,4,1,1,0,149.739957651452,0
"C","C0","C1C673",11,0,0,1,1,0,0,54.2786088336359,1
"C","C0","C1C673",12,0,1,2,1,0,0,122.688562119541,1
"C","C0","C1C673",13,0,2,3,1,0,0,138.846536022338,1
"C","C0","C1C673",14,0,3,4,1,0,0,130.386745776537,1
"C","C0","C1C69",11,0,0,1,1,1,0,75.5005210143391,1
"C","C0","C1C69",12,0,1,2,1,1,0,102.780655479041,1
"C","C0","C1C69",13,0,2,3,1,1,0,171.036063943363,1
"C","C0","C1C69",14,0,3,4,1,1,0,166.707911567277,1
"C","C0","C1C711",11,0,0,1,1,0,0,134.50520377211,0
"C","C0","C1C711",12,0,1,2,1,0,0,124.440286243789,0
"C","C0","C1C711",13,0,2,3,1,0,0,145.866608364499,0
"C","C0","C1C711",14,0,3,4,1,0,0,141.193456269153,0
"C","C0","C1C717",11,0,0,1,0,0,0,117.681627006154,0
"C","C0","C1C717",12,0,1,2,0,0,0,108.243648651066,0
"C","C0","C1C717",13,0,2,3,0,0,0,116.103939746581,1
"C","C0","C1C717",14,0,3,4,0,0,0,168.709198709766,1
"C","C0","C1C727",11,0,0,1,1,1,0,103.434267219375,0
"C","C0","C1C727",12,0,1,2,1,1,0,109.201687367424,0
"C","C0","C1C727",13,0,2,3,1,1,0,125.868988419989,0
"C","C0","C1C727",14,0,3,4,1,1,0,122.542492659376,1
"C","C0","C1C772",11,0,0,1,1,1,1,74.1972339308719,1
"C","C0","C1C772",12,0,1,2,1,1,1,84.2639051425269,1
"C","C0","C1C772",13,0,2,3,1,1,1,100.082144217282,1
"C","C0","C1C772",14,0,3,4,1,1,1,117.790179565237,1
"C","C0","C1C784",11,0,0,1,1,1,0,86.5558991809303,1
